loan_id,transaction_id,loan_amount,down_payment,loan_term_months,loan_interest_rate,monthly_payment,loan_type
30386,35720,47429.2,9121.5,72,0.0771,451.84,Lease
30387,35721,6061.97,2080.85,60,0.1121,132.44,Purchase Loan
30388,35722,30978,6530.14,60,0.0871,638.7,Purchase Loan
30389,35723,49069.67,11009.88,84,0.1121,845.62,Purchase Loan
30390,35724,3792.91,1573.68,72,0.0871,169.14,Lease
30391,35725,28969.91,3962.58,72,0.1171,174.69,Lease
30392,35726,56912.73,6719.15,72,0.0721,976.05,Purchase Loan
30393,35730,3199.33,1246.68,72,0.0721,54.87,Purchase Loan
30394,35731,10949.57,5385.78,48,0.0771,265.82,Purchase Loan
30395,35733,84376.77,5399.22,72,0.0771,1467.48,Purchase Loan
30396,35734,41218.48,4851.5,60,0.0771,830.05,Purchase Loan
30397,35735,21403.62,2776.78,84,0.0721,325.24,Purchase Loan
30398,35736,34811.45,7370.67,60,0.0771,701.03,Purchase Loan
30399,35737,5227.52,2961.1,60,0.0871,107.78,Purchase Loan
30400,35739,69081.2,18087.95,72,0.0721,535.04,Lease
30401,35740,28325.89,4629.12,72,0.0621,472.25,Purchase Loan
30402,35741,53652.87,5153.05,84,0.0771,828.51,Purchase Loan
30403,35742,45320.29,6506.04,72,0.0871,810.41,Purchase Loan
30404,35743,20686.46,5523.45,72,0.0972,380.32,Purchase Loan
30405,35744,30965.61,7185.55,72,0.0622,516.41,Purchase Loan
30406,35745,9269.89,1271.85,72,0.0872,165.81,Purchase Loan
30407,35746,87108.81,17453.33,72,0.0622,1452.71,Purchase Loan
30408,35747,29699.65,4845.8,84,0.0872,473.63,Purchase Loan
30409,35748,56936.82,10161.78,84,0.0872,907.99,Purchase Loan
30410,35749,40912.47,6152.01,72,0.1322,826.04,Purchase Loan
30411,35751,41356.12,7332.59,84,0.0722,628.63,Purchase Loan
30412,35752,82143.05,11270.58,60,0.1322,1878.27,Purchase Loan
30413,35753,61389.56,7417.72,36,0.0722,1901.71,Purchase Loan
30414,35754,33890.51,5190.06,72,0.0722,581.39,Purchase Loan
30415,35755,23492.46,1679.57,72,0.0722,403.01,Purchase Loan
30416,35756,31386.6,5169.13,72,0.0872,561.41,Purchase Loan
30417,35757,24741.21,3803.71,48,0.0772,600.76,Purchase Loan
30418,35758,38509.55,12163.01,72,0.0772,418.54,Lease
30419,35759,33180.67,8390.76,72,0.0772,577.24,Purchase Loan
30420,35760,48401.88,5713.6,72,0.1322,977.25,Purchase Loan
30421,35761,32829.11,8297.99,72,0.0622,547.49,Purchase Loan
30422,35762,64206.85,14839.32,72,0.0622,1070.77,Purchase Loan
30423,35763,21698.08,3878.75,84,0.0872,155.68,Lease
30424,35764,47181.88,10445.53,72,0.0572,775.72,Purchase Loan
30425,35765,38893.41,7964.29,60,0.0722,774.18,Purchase Loan
30426,35766,22331.03,1702.32,60,0.0772,449.81,Purchase Loan
30427,35768,94679.34,18391.62,84,0.0572,1370.45,Purchase Loan
30428,35770,26414.51,3491.31,48,0.0722,232.49,Lease
30429,35772,26231.86,7232.51,72,0.0772,307.53,Lease
30430,35773,21285.39,1755.29,72,0.1122,407.55,Purchase Loan
30431,35774,41297.49,7074.69,48,0.1172,1081.85,Purchase Loan
30432,35776,31632.62,7725.81,72,0.0972,581.56,Purchase Loan
30433,35777,78629.27,11393.3,36,0.0622,2399.9,Purchase Loan
30434,35778,72855.72,14476.65,72,0.0572,661.64,Lease
30435,35779,85351.86,19297.92,48,0.0722,2052.58,Purchase Loan
30436,35780,27625.15,2569.57,48,0.0722,664.34,Purchase Loan
30437,35781,152.55,462.77,48,0.1322,72.76,Lease
30438,35782,26165.99,2815.59,72,0.0872,468.03,Purchase Loan
30439,35783,11477.42,5723.56,72,0.01,164.31,Purchase Loan
30440,35784,40337.96,8321.41,72,0.0722,691.99,Purchase Loan
30441,35785,104080.18,19879.14,60,0.0722,2071.73,Purchase Loan
30442,35786,20896.06,4573.55,72,0.0722,358.47,Purchase Loan
30443,35787,48416.32,8232.42,72,0.1122,927.02,Purchase Loan
30444,35788,74580.1,11145.97,84,0.0872,1189.35,Purchase Loan
30445,35790,10006.16,2201.07,72,0.0872,178.98,Purchase Loan
30446,35791,12768.29,12274.14,84,0.0722,194.08,Purchase Loan
30447,35792,45031.87,6380.46,84,0.0572,651.82,Purchase Loan
30448,35793,37466.26,2874.28,72,0.1122,717.36,Purchase Loan
30449,35794,40892.37,18242.63,72,0.1172,557.64,Lease
30450,35795,28084.15,6345.11,72,0.1322,567.03,Purchase Loan
30451,35796,33133.59,5769.25,48,0.1322,320.36,Lease
30452,35797,31460.74,6222.15,72,0.1322,635.21,Purchase Loan
30453,35798,22629.52,3038.64,72,0.0772,171.33,Lease
30454,35799,5843.46,1236.72,84,0.0872,93.19,Purchase Loan
30455,35800,32349.21,3356.94,84,0.0722,491.72,Purchase Loan
30456,35802,26809.7,4095.93,36,0.0872,849.05,Purchase Loan
30457,35803,20846.04,3745.3,72,0.0872,372.87,Purchase Loan
30458,35804,40662.58,7046.06,60,0.0972,858.37,Purchase Loan
30459,35805,28228.91,8004.1,72,0.0972,518.99,Purchase Loan
30460,35806,65741.56,18728.82,36,0.0622,2006.55,Purchase Loan
30461,35807,15061.99,3142.17,72,0.0772,262.03,Purchase Loan
30462,35808,20894.24,1940.41,48,0.0772,257.41,Lease
30463,35809,25161.41,579.37,48,0.0722,115.9,Lease
30464,35812,8462.74,2045.02,48,0.1322,227.96,Purchase Loan
30465,35813,42969.93,7146.18,84,0.0772,256.06,Lease
30466,35814,44435.67,2549.48,72,0.0772,773.04,Purchase Loan
30467,35815,9115.23,561.78,72,0.0772,158.58,Purchase Loan
30468,35816,32507.1,5254.63,84,0.1122,560.37,Purchase Loan
30469,35817,33845.84,2964.06,72,0.1122,648.04,Purchase Loan
30470,35818,50357.87,3013.66,84,0.1322,922.14,Purchase Loan
30471,35820,24827.1,3461.79,60,0.0722,210.19,Lease
30472,35821,30637.31,4015.8,84,0.0972,504.19,Purchase Loan
30473,35822,58893.53,8717.87,48,0.0772,543.13,Lease
30474,35823,19370.14,4018.07,84,0.1122,333.91,Purchase Loan
30475,35824,544.33,3643.45,84,0.1122,9.38,Purchase Loan
30476,35825,31441.21,3931.03,60,0.0622,611.07,Purchase Loan
30477,35827,38504.34,7981.14,72,0.0772,332.55,Lease
30478,35828,33031.16,8942.57,72,0.1172,640.97,Purchase Loan
30479,35829,8593.35,997.15,72,0.1122,164.54,Purchase Loan
30480,35831,3024.5,1681.11,84,0.0772,46.72,Purchase Loan
30481,35832,41311.33,10256.92,72,0.0622,688.95,Purchase Loan
30482,35834,9850.94,4286.56,60,0.0722,196.08,Purchase Loan
30483,35835,21196.01,4807.52,72,0.0872,379.13,Purchase Loan
30484,35837,26760.94,3664.32,60,0.0872,551.88,Purchase Loan
30485,35838,18008.72,2188.73,72,0.0722,113.26,Lease
30486,35840,23942.26,1306.3,72,0.1322,483.4,Purchase Loan
30487,35841,18671.46,2017.02,72,0.0722,320.31,Purchase Loan
30488,35842,51264.76,4300.29,36,0.1122,1683.69,Purchase Loan
30489,35843,38980.58,7103.95,48,0.0722,338.59,Lease
30490,35844,9016.54,3597.15,72,0.0722,154.68,Purchase Loan
30491,35845,21949.28,2816.93,72,0.0722,376.54,Purchase Loan
30492,35846,28353.3,4543.69,36,0.0872,897.94,Purchase Loan
30493,35847,16594.57,2351.06,84,0.0872,264.64,Purchase Loan
30494,35849,27176.91,5334.27,72,0.1322,220.81,Lease
30495,35850,27339.63,4376.36,72,0.1122,523.47,Purchase Loan
30496,35851,35105.44,4336.92,72,0.0772,610.72,Purchase Loan
30497,35852,7414.3,1025.91,84,0.1122,92.87,Lease
30498,35853,30282.94,8219.17,72,0.0622,505.03,Purchase Loan
30499,35854,11873.93,7187.18,72,0.1322,239.74,Purchase Loan
30500,35855,83216.63,8416.9,48,0.0622,1962.75,Purchase Loan
30501,35856,2078.46,791.74,60,0.1122,109.7,Lease
30502,35857,22293.2,4833.26,72,0.0722,382.44,Purchase Loan
30503,35859,69503.68,3805.67,72,0.0872,1243.2,Purchase Loan
30504,35860,63550.45,12960.28,72,0.0722,1090.2,Purchase Loan
30505,35861,35768.05,7852.99,72,0.0572,491.65,Lease
30506,35862,46078.77,4517.2,60,0.0722,917.21,Purchase Loan
30507,35863,16479.77,1744.75,72,0.1122,315.54,Purchase Loan
30508,35864,26250.07,2283.43,84,0.1122,452.51,Purchase Loan
30509,35868,50065.85,9662.29,72,0.0722,455.76,Lease
30510,35869,27463.61,4409.71,72,0.0872,491.24,Purchase Loan
30511,35870,67445.01,12628.7,72,0.0772,1173.33,Purchase Loan
30512,35871,37752.98,13081.9,60,0.0972,796.95,Purchase Loan
30513,35872,39508.11,10288.13,60,0.0622,399.49,Lease
30514,35873,38677.54,2755.43,60,0.0872,797.64,Purchase Loan
30515,35874,31797.38,6485.99,48,0.0872,787.06,Purchase Loan
30516,35876,50966.04,5531.91,72,0.0572,837.93,Purchase Loan
30517,35877,24885.52,4642.42,72,0.0722,426.91,Purchase Loan
30518,35878,23430.35,3036.5,72,0.0722,401.94,Purchase Loan
30519,35879,27994.72,1506.1,72,0.0722,180.99,Lease
30520,35881,42551.65,4929.45,72,0.0622,709.63,Purchase Loan
30521,35883,18584.67,3044.42,72,0.1122,355.84,Purchase Loan
30522,35885,9586.09,3271.51,72,0.0722,164.45,Purchase Loan
30523,35886,9175.21,3929.24,72,0.0722,157.4,Purchase Loan
30524,35887,27208.48,5882.96,48,0.0722,317.08,Lease
30525,35888,21247.42,1488.8,48,0.0722,510.97,Purchase Loan
30526,35889,42646.62,3193.58,72,0.0872,762.82,Purchase Loan
30527,35891,13795.03,2613.98,48,0.1322,160.91,Lease
30528,35892,7919.32,1803.37,72,0.0872,141.65,Purchase Loan
30529,35894,22795.05,6317.55,84,0.1322,417.42,Purchase Loan
30530,35895,47040.06,7135.72,72,0.0572,773.39,Purchase Loan
30531,35896,18180.03,2898.75,72,0.0722,311.88,Purchase Loan
30532,35897,29063.17,11213.32,72,0.0972,534.32,Purchase Loan
30533,35898,14.45,3284.99,36,0.1122,239.52,Lease
30534,35899,33261.63,6009.02,36,0.1122,478.93,Lease
30535,35900,17709.05,1917.51,48,0.0723,425.96,Purchase Loan
30536,35901,34739.07,2348.55,72,0.0773,379.67,Lease
30537,35902,26455.4,4332.23,72,0.01,198.21,Lease
30538,35903,28736.88,8375.07,60,0.0723,572.15,Purchase Loan
30539,35904,14189.6,3747.93,72,0.1323,286.57,Purchase Loan
30540,35905,15791.99,2753.15,72,0.1123,302.45,Purchase Loan
30541,35906,43167.41,7569.87,84,0.0773,667.02,Purchase Loan
30542,35907,54519.87,5766.6,60,0.0873,1124.61,Purchase Loan
30543,35908,49008.37,14268.35,72,0.0623,817.54,Purchase Loan
30544,35910,7199.07,4088.21,72,0.0723,123.53,Purchase Loan
30545,35911,11260.97,2568.51,36,0.0723,348.89,Purchase Loan
30546,35912,70272.53,4267.28,84,0.1323,1287.2,Purchase Loan
30547,35913,47188.08,8210.02,72,0.0873,844.28,Purchase Loan
30548,35914,12226.53,3893.98,72,0.1123,234.16,Purchase Loan
30549,35915,40908.84,3091.12,36,0.0773,739.7,Lease
30550,35916,25268.74,2475.17,72,0.1123,187.82,Lease
30551,35917,4183.91,2406.71,72,0.0773,72.81,Purchase Loan
30552,35918,39021.22,17685.03,72,0.0723,669.59,Purchase Loan
30553,35920,40707.75,6298.12,60,0.0723,810.49,Purchase Loan
30554,35921,62775.6,7786.97,36,0.1323,2122.12,Purchase Loan
30555,35922,11356.29,1686.16,72,0.0723,194.87,Purchase Loan
30556,35925,76718.66,9214.69,72,0.0623,1279.8,Purchase Loan
30557,35926,31310.11,4818.04,72,0.01,448.22,Purchase Loan
30558,35927,18687.64,1977.35,60,0.0873,157.16,Lease
30559,35928,20936.24,3318.79,72,0.0873,374.59,Purchase Loan
30560,35929,41293.68,4775.79,72,0.0773,718.58,Purchase Loan
30561,35930,23542.4,3825.4,48,0.1123,247.22,Lease
30562,35932,13689.75,3114.82,60,0.0873,282.39,Purchase Loan
30563,35933,17211.98,5076.1,72,0.0723,295.35,Purchase Loan
30564,35934,48421.09,3239.81,72,0.0723,830.89,Purchase Loan
30565,35937,130388.8,15447.24,72,0.0573,2144.34,Purchase Loan
30566,35938,27452.9,3274.31,72,0.0723,471.08,Purchase Loan
30567,35939,51913.77,6332.41,60,0.0773,1045.93,Purchase Loan
30568,35940,16773.18,1162.03,60,0.0773,337.94,Purchase Loan
30569,35941,48058.84,10996.97,72,0.01,687.99,Purchase Loan
30570,35942,6887.73,7975.74,72,0.0973,126.67,Purchase Loan
30571,35943,28606.11,9899.52,72,0.1173,362.43,Lease
30572,35944,20317.75,9147.93,60,0.0773,409.35,Purchase Loan
30573,35945,15289.11,2566.35,60,0.0773,308.04,Purchase Loan
30574,35946,9094.73,5660.79,72,0.0723,156.06,Purchase Loan
30575,35947,40811.88,3659.37,72,0.1323,824.22,Purchase Loan
30576,35948,25670.88,5261.97,48,0.0873,635.53,Purchase Loan
30577,35949,137005.36,26683.14,60,0.0573,2631.53,Purchase Loan
30578,35950,39741.68,4891.77,60,0.0723,791.25,Purchase Loan
30579,35952,122090.79,22359.58,60,0.0573,2345.06,Purchase Loan
30580,35953,39602.5,5339.41,48,0.0973,999.29,Purchase Loan
30581,35954,1852.63,3301.61,60,0.1323,42.37,Purchase Loan
30582,35955,14846.35,801.74,72,0.0773,258.35,Purchase Loan
30583,35957,24610.65,4764.09,84,0.1323,450.8,Purchase Loan
30584,35959,11624.38,10670.56,60,0.0623,225.98,Purchase Loan
30585,35960,66645.34,10584.41,72,0.0873,1192.41,Purchase Loan
30586,35961,20021.01,3096.41,72,0.0873,176.73,Lease
30587,35962,64527.24,14181.58,60,0.1173,1426.58,Purchase Loan
30588,35963,5524.99,1676.05,60,0.1123,120.76,Purchase Loan
30589,35964,1278.95,1635.84,60,0.0873,26.38,Purchase Loan
30590,35965,72206.78,19424.42,72,0.0973,1327.88,Purchase Loan
30591,35966,23816.54,4686.49,72,0.0773,414.45,Purchase Loan
30592,35967,90419.97,13491.3,48,0.0873,2238.53,Purchase Loan
30593,35968,3889.49,1979.9,72,0.0723,66.74,Purchase Loan
30594,35970,11116.82,10207.79,84,0.0623,163.63,Purchase Loan
30595,35973,63353.9,5246.99,72,0.0873,1133.52,Purchase Loan
30596,35974,19175.1,1803.78,48,0.1123,497.73,Purchase Loan
30597,35975,45623.91,7236.52,84,0.0973,751.06,Purchase Loan
30598,35976,23874.9,3655.87,72,0.1123,457.25,Purchase Loan
30599,35977,47530.46,13296.68,72,0.0623,792.89,Purchase Loan
30600,35978,32365.76,3816.16,72,0.0873,276.58,Lease
30601,35979,18932.47,4825.37,84,0.01,233.46,Purchase Loan
30602,35980,65310.48,10850.68,60,0.0623,1269.63,Purchase Loan
30603,35981,5651.47,1108.93,72,0.0773,98.35,Purchase Loan
30604,35982,52216.62,8480.96,72,0.01,747.51,Purchase Loan
30605,35983,27195.91,5021.58,72,0.0973,500.13,Purchase Loan
30606,35984,84232.53,11162.95,72,0.0623,879.39,Lease
30607,35985,27483.37,3087.19,60,0.0773,553.72,Purchase Loan
30608,35987,17586.67,1147.97,60,0.0773,354.33,Purchase Loan
30609,35988,41547.44,3675.57,48,0.1123,1078.46,Purchase Loan
30610,35989,69297.26,12491.31,84,0.1173,462.09,Lease
30611,35990,105938.31,25543.49,84,0.0623,1559.31,Purchase Loan
30612,35991,17475.28,1150.89,72,0.0773,304.1,Purchase Loan
30613,35992,70499.92,8120.48,60,0.0623,1370.51,Purchase Loan
30614,35993,19125.72,3222.49,84,0.1123,329.8,Purchase Loan
30615,35995,74402.57,6890.69,60,0.0773,1499.02,Purchase Loan
30616,35996,69789.35,13665.81,72,0.0623,1164.2,Purchase Loan
30617,35997,21675.89,987.81,72,0.0873,387.82,Purchase Loan
30618,35998,39986.87,5805.99,48,0.0773,971.14,Purchase Loan
30619,35999,27199.36,4357.26,72,0.01,389.37,Purchase Loan
30620,36000,18284.35,7690.66,36,0.0723,566.49,Purchase Loan
30621,36001,21152.12,2489.71,72,0.0723,362.96,Purchase Loan
30622,36002,62824.48,9768.81,72,0.1123,1203.22,Purchase Loan
30623,36003,21479.16,1829.93,84,0.0773,331.9,Purchase Loan
30624,36004,44426.24,9634.44,72,0.1173,862.32,Purchase Loan
30625,36005,7174.85,3582.3,60,0.0873,148,Purchase Loan
30626,36006,115063.58,22897.16,60,0.0723,1267.92,Lease
30627,36008,48124.08,7253.39,72,0.0773,837.44,Purchase Loan
30628,36009,43610.86,11480.52,72,0.0723,748.35,Purchase Loan
30629,36010,40020.62,4470.6,36,0.0723,1239.93,Purchase Loan
30630,36011,28543.41,2087.91,72,0.0723,489.8,Purchase Loan
30631,36012,16272.05,2243.45,72,0.0723,279.22,Purchase Loan
30632,36013,2411.98,6270.02,48,0.0773,392.69,Lease
30633,36014,26908.75,7596.49,72,0.0723,461.75,Purchase Loan
30634,36015,25618.58,1253.44,72,0.0724,439.73,Purchase Loan
30635,36016,45825.24,10094.74,72,0.0724,786.57,Purchase Loan
30636,36017,43380.76,11675.88,72,0.0574,713.63,Purchase Loan
30637,36018,8628.49,1353.64,72,0.0724,148.1,Purchase Loan
30638,36019,36581.25,7934.69,60,0.0724,315.98,Lease
30639,36020,142344.57,26408.94,60,0.0624,2767.83,Purchase Loan
30640,36021,18420.29,2246.54,48,0.0724,443.15,Purchase Loan
30641,36022,59130.14,8592.67,72,0.0724,399.68,Lease
30642,36023,54846.46,3671.94,72,0.0724,941.41,Purchase Loan
30643,36024,55124.64,2793.55,72,0.0724,946.19,Purchase Loan
30644,36025,19961.77,1436.04,48,0.1324,537.91,Purchase Loan
30645,36026,34539.23,9458.84,72,0.0624,576.34,Purchase Loan
30646,36027,33481.94,11009.38,72,0.0724,574.7,Purchase Loan
30647,36028,17769.62,10087.28,72,0.0724,305.01,Purchase Loan
30648,36029,2544.73,1933.36,72,0.0724,43.68,Purchase Loan
30649,36030,22001.42,3892.2,84,0.0774,340.08,Purchase Loan
30650,36031,5770.9,3195.62,72,0.1324,116.58,Purchase Loan
30651,36033,52521.3,4390.25,72,0.0774,914.22,Purchase Loan
30652,36034,17356.72,6501.43,72,0.1324,350.62,Purchase Loan
30653,36035,36777.73,4980.09,72,0.0774,275.96,Lease
30654,36036,1027.05,1782.35,48,0.0774,230.01,Lease
30655,36037,938.55,2519.52,48,0.0874,168.81,Lease
30656,36038,22790.9,2519.19,48,0.0874,564.34,Purchase Loan
30657,36040,17015.4,1150.18,60,0.0724,338.86,Purchase Loan
30658,36041,5570.97,3652.81,72,0.0874,99.7,Purchase Loan
30659,36042,39753.86,4046.83,84,0.0774,614.48,Purchase Loan
30660,36043,6244.03,1546.87,72,0.0874,111.75,Purchase Loan
30661,36045,24832.31,7478.08,72,0.1174,482.13,Purchase Loan
30662,36046,29923.13,3787.93,36,0.0874,947.93,Purchase Loan
30663,36047,29785.36,2084.16,72,0.0774,518.46,Purchase Loan
30664,36048,3091.44,4163.68,36,0.0624,94.38,Purchase Loan
30665,36049,13599.43,5399.93,60,0.1124,297.31,Purchase Loan
30666,36050,40497.66,7604.04,72,0.0724,349.99,Lease
30667,36051,30211.4,4207.97,72,0.0724,518.56,Purchase Loan
30668,36052,4690.65,8057.57,84,0.0724,71.35,Purchase Loan
30669,36053,21254.58,1323.3,48,0.0774,516.3,Purchase Loan
30670,36055,7126.56,3410.1,60,0.1324,163.03,Purchase Loan
30671,36058,7999.63,3060.55,84,0.0774,123.65,Purchase Loan
30672,36059,33965.84,4078.87,72,0.0774,211.88,Lease
30673,36060,13699.83,4564.88,60,0.1124,277.77,Lease
30674,36061,7826.26,869.12,60,0.0874,161.47,Purchase Loan
30675,36062,13296.92,1374.06,72,0.1124,254.73,Purchase Loan
30676,36063,16556.14,2077.08,60,0.1324,378.74,Purchase Loan
30677,36064,90979.1,20662.58,60,0.0574,1747.9,Purchase Loan
30678,36065,29639.26,5147.74,72,0.0774,515.92,Purchase Loan
30679,36066,37503.44,6295.16,72,0.0624,625.8,Purchase Loan
30680,36067,23867.55,6167.75,36,0.01,673.26,Purchase Loan
30681,36068,18451.17,2076.4,84,0.0874,134.85,Lease
30682,36069,26967.77,2000.61,36,0.1124,885.96,Purchase Loan
30683,36070,84757.04,9176.76,84,0.1324,525.74,Lease
30684,36071,21834.62,4873.75,36,0.0774,681.6,Purchase Loan
30685,36072,39221.21,7278.86,72,0.0874,701.93,Purchase Loan
30686,36073,42921.6,6280.43,48,0.1124,1114.34,Purchase Loan
30687,36074,120757.97,10969.41,60,0.0874,2491.53,Purchase Loan
30688,36075,42579.61,9346.87,72,0.0624,710.5,Purchase Loan
30689,36076,67629.77,14633.54,72,0.0724,1160.83,Purchase Loan
30690,36077,6572.78,3550,72,0.0724,112.82,Purchase Loan
30691,36079,63128.98,8706.89,72,0.0724,1083.58,Purchase Loan
30692,36080,1571.73,2119.26,72,0.1124,30.11,Purchase Loan
30693,36081,22264.17,10718.27,72,0.1174,432.26,Purchase Loan
30694,36082,17208.8,3359.78,60,0.1324,393.67,Purchase Loan
30695,36084,28115.63,5768.95,60,0.0774,566.59,Purchase Loan
30696,36086,15365.65,7049.96,72,0.1124,294.36,Purchase Loan
30697,36087,16374.79,836.59,72,0.1124,313.7,Purchase Loan
30698,36088,41162.61,7665.34,84,0.0624,606.07,Purchase Loan
30699,36089,22333.64,3730.38,84,0.0724,339.7,Purchase Loan
30700,36090,55438.26,8713.64,60,0.0724,1104.03,Purchase Loan
30701,36091,46508.68,10148.72,60,0.0574,893.53,Purchase Loan
30702,36092,23503.1,3686.16,84,0.1324,430.64,Purchase Loan
30703,36093,62550.99,3330.71,72,0.1324,1263.59,Purchase Loan
30704,36094,65636.93,10587.26,48,0.0724,1579.08,Purchase Loan
30705,36095,139323.45,26967.58,72,0.1174,2705,Purchase Loan
30706,36096,46226.36,8452.14,72,0.0774,804.64,Purchase Loan
30707,36097,23115.39,4625.62,48,0.0724,556.1,Purchase Loan
30708,36098,39233.9,9018.74,72,0.0574,645.41,Purchase Loan
30709,36099,1474.85,2236.15,36,0.0874,46.72,Purchase Loan
30710,36100,14296.22,3356.09,72,0.0724,245.39,Purchase Loan
30711,36101,62193.81,15247.64,84,0.0974,1024.15,Purchase Loan
30712,36102,27396.67,1477.38,84,0.0724,416.71,Purchase Loan
30713,36103,32260.32,4176.63,84,0.0724,490.69,Purchase Loan
30714,36104,8517.47,6186.86,72,0.0774,148.26,Purchase Loan
30715,36105,26313.14,5052.11,36,0.1324,889.64,Purchase Loan
30716,36107,27577.55,4376.33,72,0.0874,493.55,Purchase Loan
30717,36108,10589.01,2608.15,72,0.0724,181.75,Purchase Loan
30718,36109,63953.7,8987.75,72,0.0574,1052.07,Purchase Loan
30719,36110,14073.68,2565.3,60,0.0724,287.87,Lease
30720,36113,37060.19,2491.06,72,0.0874,663.26,Purchase Loan
30721,36114,74186.67,16385.77,72,0.0974,1364.66,Purchase Loan
30722,36115,88649.92,23429.16,72,0.0574,1458.33,Purchase Loan
30723,36116,20268.91,4098.93,72,0.1124,138.79,Lease
30724,36118,78310.05,21206.7,72,0.0624,1306.71,Purchase Loan
30725,36119,7026.32,4018.88,72,0.0774,122.3,Purchase Loan
30726,36120,63007.9,16382.98,60,0.0624,1225.16,Purchase Loan
30727,36121,5225.41,4743.59,60,0.0974,110.36,Purchase Loan
30728,36122,33943.13,4567.46,60,0.1324,776.49,Purchase Loan
30729,36123,41239.53,5888.05,72,0.0774,717.84,Purchase Loan
30730,36126,6947.36,4123.48,72,0.1324,140.34,Purchase Loan
30731,36127,29526.37,7320.08,72,0.0724,506.8,Purchase Loan
30732,36128,24196.16,8789.95,48,0.0774,587.75,Purchase Loan
30733,36129,15838.86,1103.67,48,0.0774,384.74,Purchase Loan
30734,36130,43773.28,8337.49,72,0.1174,849.87,Purchase Loan
30735,36131,23073.89,2310.01,36,0.1324,306.72,Lease
30736,36132,1609.47,3688.83,84,0.0874,25.68,Purchase Loan
30737,36133,6281.62,5448.64,60,0.0774,126.59,Purchase Loan
30738,36134,17271.22,2889.22,60,0.0724,283.41,Lease
30739,36138,35266.11,3929.31,60,0.1124,771,Purchase Loan
30740,36139,114111.83,22351.54,60,0.0574,2192.33,Purchase Loan
30741,36140,26796.67,3718.54,48,0.0874,316.06,Lease
30742,36141,109720.9,14487.44,60,0.0724,2185.05,Purchase Loan
30743,36142,18163.48,894.52,60,0.0874,374.76,Purchase Loan
30744,36143,53403.18,7979.59,84,0.0624,786.3,Purchase Loan
30745,36144,108853.91,32924.55,72,0.0724,1041.29,Lease
30746,36145,26329.95,5366.59,60,0.0774,530.61,Purchase Loan
30747,36146,22646.15,1395.63,72,0.0724,388.71,Purchase Loan
30748,36147,10748.23,2684.21,60,0.1324,245.88,Purchase Loan
30749,36148,33433.33,5627.6,72,0.0624,557.88,Purchase Loan
30750,36149,62892.11,12964.51,60,0.0574,584.23,Lease
30751,36151,28707.14,5705.42,48,0.1324,773.56,Purchase Loan
30752,36152,5541.26,2679.28,60,0.0724,170.46,Lease
30753,36153,52094.12,9667.9,72,0.0724,894.17,Purchase Loan
30754,36155,23668.47,8826.63,72,0.1124,453.42,Purchase Loan
30755,36156,46325.3,6184.94,72,0.0874,829.07,Purchase Loan
30756,36157,24790.8,3869.24,72,0.1124,474.92,Purchase Loan
30757,36158,10450.2,2480.66,84,0.0874,166.76,Purchase Loan
30758,36159,43590.76,15627.34,48,0.0624,1028.53,Purchase Loan
30759,36160,62213.68,17773.49,60,0.0874,969.76,Lease
30760,36161,57735.18,12448.5,60,0.0874,1191.22,Purchase Loan
30761,36162,33770.3,7543.99,60,0.0774,303.23,Lease
30762,36163,31347.96,7631.27,72,0.1174,226.79,Lease
30763,36164,37601.47,2930.37,60,0.0874,775.81,Purchase Loan
30764,36165,22070.28,3586.83,60,0.0774,444.76,Purchase Loan
30765,36167,65361.84,19169.26,72,0.1174,1269.02,Purchase Loan
30766,36168,28229.65,2270.18,72,0.0875,505.36,Purchase Loan
30767,36169,21599.34,3794.37,60,0.0875,445.75,Purchase Loan
30768,36170,19164.22,2738,72,0.0875,343.07,Purchase Loan
30769,36171,31430.21,3342.99,72,0.1175,610.39,Purchase Loan
30770,36173,26377.6,5674.61,72,0.0875,472.2,Purchase Loan
30771,36174,30222.75,5231.38,72,0.0875,355.44,Lease
30772,36175,54818.42,8420.05,48,0.0725,1319.06,Purchase Loan
30773,36176,42503.16,5178.85,84,0.1175,744.63,Purchase Loan
30774,36177,20997.75,5036.32,72,0.0775,365.6,Purchase Loan
30775,36178,40261.08,11141.76,48,0.0975,427.01,Lease
30776,36179,4284.73,2996.75,72,0.0775,74.6,Purchase Loan
30777,36180,59432.43,11865.83,72,0.0875,1063.94,Purchase Loan
30778,36181,114361.42,27802.46,72,0.0725,1963.51,Purchase Loan
30779,36182,15686.2,2787.77,60,0.0875,283.66,Lease
30780,36183,85436.04,9388.16,72,0.0725,1466.88,Purchase Loan
30781,36184,34155.79,7707.46,72,0.0875,365.59,Lease
30782,36185,58252.44,8422.61,84,0.1125,1005.1,Purchase Loan
30783,36186,99268.13,14739.9,48,0.1175,2601.94,Purchase Loan
30784,36187,38241.19,6434.11,36,0.0875,1211.61,Purchase Loan
30785,36188,8944.79,4624.53,72,0.1325,180.74,Purchase Loan
30786,36189,10307.56,1473.54,72,0.1125,197.52,Purchase Loan
30787,36190,38542.1,3456.48,72,0.0875,689.97,Purchase Loan
30788,36191,30483.73,8492.24,84,0.0775,471.34,Purchase Loan
30789,36192,20958.45,4288.42,72,0.0875,375.19,Purchase Loan
30790,36193,44916.92,4665.1,72,0.1125,860.71,Purchase Loan
